Epoch,Loss,Elapsed Time (s)
0,1087949.25,1.5338268280029297
1,476474.40625,1.47159743309021
2,324034.8125,1.4476206302642822
3,727225.5625,1.6127448081970215
4,146349.375,1.4565346240997314
5,95925.65625,1.429422378540039
6,95254.2109375,1.5874102115631104
7,99052.0,1.566269874572754
8,39733.94921875,1.466914176940918
9,29629.853515625,1.4417645931243896
10,32444.712890625,1.5261385440826416
11,22912.12890625,1.4401931762695312
12,16095.0986328125,1.4609487056732178
13,14568.4384765625,1.438805341720581
14,13325.4521484375,1.4743256568908691
15,12302.2216796875,1.4680521488189697
16,11172.9228515625,1.5042600631713867
17,10292.01171875,1.4183104038238525
18,9708.8486328125,1.4661126136779785
19,9240.53515625,1.5055515766143799
20,8844.1826171875,1.5820329189300537
21,8495.9619140625,1.4399526119232178
22,8171.265625,1.541555643081665
23,7854.2587890625,1.5662016868591309
24,7610.291015625,1.446028470993042
25,7403.71875,1.5132043361663818
26,7215.45751953125,1.6076738834381104
27,7035.16064453125,1.5100324153900146
28,6864.5869140625,1.4932386875152588
29,6725.87890625,1.5180332660675049
30,6602.7109375,1.6146106719970703
31,6487.79345703125,1.4584424495697021
32,6379.509765625,1.5194470882415771
33,6275.86181640625,1.5976617336273193
34,6178.4716796875,1.491396188735962
35,6091.61083984375,1.4852268695831299
36,6012.42578125,1.5702149868011475
37,5939.796875,1.5178494453430176
38,5873.18603515625,1.5129625797271729
39,5811.4296875,1.4619066715240479
40,5753.60205078125,1.5374376773834229
41,5699.048828125,1.4398729801177979
42,5647.1787109375,1.5488555431365967
43,5597.5400390625,1.542046070098877
44,5549.74365234375,1.4966871738433838
45,5503.51123046875,1.5083558559417725
46,5458.54736328125,1.5656585693359375
47,5414.70361328125,1.5258643627166748
48,5371.82080078125,1.5007810592651367
49,5329.7509765625,1.4923107624053955
50,5288.3466796875,1.6201846599578857
51,5247.58251953125,1.4507958889007568
52,5207.35595703125,1.4886534214019775
53,5167.59033203125,1.478302001953125
54,5128.1982421875,1.5349135398864746
55,5089.14599609375,1.4907419681549072
56,5050.35107421875,1.4858360290527344
57,5011.7490234375,1.5558576583862305
58,4973.29638671875,1.4702351093292236
59,4934.90185546875,1.4474499225616455
60,4896.515625,1.5261099338531494
61,4858.16796875,1.3716962337493896
62,4819.875,1.4780380725860596
63,4781.52197265625,1.5638768672943115
64,4743.01806640625,1.5525476932525635
65,4704.396484375,1.5703835487365723
66,4665.697265625,1.572880744934082
67,4626.8134765625,1.6359758377075195
68,4587.7578125,1.5818443298339844
69,4548.6796875,1.5767300128936768
