Loaded /home/judson/Neural-Networks-in-GNC/inverted_pendulum/training/controller_base.pth as base controller
average_normalized/quadratic/controllers/controller_389.pth saved with loss: 0.23933380842208862
average_normalized/quadratic/controllers/controller_390.pth saved with loss: 0.23911228775978088
average_normalized/quadratic/controllers/controller_391.pth saved with loss: 0.23889118432998657
average_normalized/quadratic/controllers/controller_392.pth saved with loss: 0.2386704534292221
average_normalized/quadratic/controllers/controller_393.pth saved with loss: 0.23844988644123077
average_normalized/quadratic/controllers/controller_394.pth saved with loss: 0.23823055624961853
average_normalized/quadratic/controllers/controller_395.pth saved with loss: 0.23801279067993164
average_normalized/quadratic/controllers/controller_396.pth saved with loss: 0.23779641091823578
average_normalized/quadratic/controllers/controller_397.pth saved with loss: 0.23758138716220856
average_normalized/quadratic/controllers/controller_398.pth saved with loss: 0.23736757040023804
average_normalized/quadratic/controllers/controller_399.pth saved with loss: 0.23715442419052124
average_normalized/quadratic/controllers/controller_400.pth saved with loss: 0.23694150149822235
average_normalized/quadratic/controllers/controller_401.pth saved with loss: 0.23672884702682495
average_normalized/quadratic/controllers/controller_402.pth saved with loss: 0.23651647567749023
average_normalized/quadratic/controllers/controller_403.pth saved with loss: 0.23630410432815552
average_normalized/quadratic/controllers/controller_404.pth saved with loss: 0.23609191179275513
average_normalized/quadratic/controllers/controller_405.pth saved with loss: 0.23588064312934875
average_normalized/quadratic/controllers/controller_406.pth saved with loss: 0.23567041754722595
average_normalized/quadratic/controllers/controller_407.pth saved with loss: 0.23546084761619568
average_normalized/quadratic/controllers/controller_408.pth saved with loss: 0.23525190353393555
average_normalized/quadratic/controllers/controller_409.pth saved with loss: 0.2350434511899948
average_normalized/quadratic/controllers/controller_410.pth saved with loss: 0.23483529686927795
average_normalized/quadratic/controllers/controller_411.pth saved with loss: 0.23462766408920288
average_normalized/quadratic/controllers/controller_412.pth saved with loss: 0.23442035913467407
average_normalized/quadratic/controllers/controller_413.pth saved with loss: 0.23421348631381989
average_normalized/quadratic/controllers/controller_414.pth saved with loss: 0.23400703072547913
average_normalized/quadratic/controllers/controller_415.pth saved with loss: 0.23380079865455627
average_normalized/quadratic/controllers/controller_416.pth saved with loss: 0.23359473049640656
average_normalized/quadratic/controllers/controller_417.pth saved with loss: 0.23338909447193146
average_normalized/quadratic/controllers/controller_418.pth saved with loss: 0.23318403959274292
average_normalized/quadratic/controllers/controller_419.pth saved with loss: 0.23297938704490662
average_normalized/quadratic/controllers/controller_420.pth saved with loss: 0.23277558386325836
average_normalized/quadratic/controllers/controller_421.pth saved with loss: 0.23257236182689667
average_normalized/quadratic/controllers/controller_422.pth saved with loss: 0.23236918449401855
average_normalized/quadratic/controllers/controller_423.pth saved with loss: 0.2321663647890091
average_normalized/quadratic/controllers/controller_424.pth saved with loss: 0.23196373879909515
average_normalized/quadratic/controllers/controller_425.pth saved with loss: 0.23176132142543793
average_normalized/quadratic/controllers/controller_426.pth saved with loss: 0.23155930638313293
average_normalized/quadratic/controllers/controller_427.pth saved with loss: 0.23135751485824585
average_normalized/quadratic/controllers/controller_428.pth saved with loss: 0.2311561405658722
average_normalized/quadratic/controllers/controller_429.pth saved with loss: 0.2309553623199463
average_normalized/quadratic/controllers/controller_430.pth saved with loss: 0.23075510561466217
average_normalized/quadratic/controllers/controller_431.pth saved with loss: 0.2305557131767273
average_normalized/quadratic/controllers/controller_432.pth saved with loss: 0.23035719990730286
average_normalized/quadratic/controllers/controller_433.pth saved with loss: 0.2301596850156784
average_normalized/quadratic/controllers/controller_434.pth saved with loss: 0.2299630045890808
average_normalized/quadratic/controllers/controller_435.pth saved with loss: 0.22976739704608917
average_normalized/quadratic/controllers/controller_436.pth saved with loss: 0.22957248985767365
average_normalized/quadratic/controllers/controller_437.pth saved with loss: 0.22937853634357452
average_normalized/quadratic/controllers/controller_438.pth saved with loss: 0.22918541729450226
average_normalized/quadratic/controllers/controller_439.pth saved with loss: 0.2289932370185852
average_normalized/quadratic/controllers/controller_440.pth saved with loss: 0.22880178689956665
average_normalized/quadratic/controllers/controller_441.pth saved with loss: 0.22861093282699585
average_normalized/quadratic/controllers/controller_442.pth saved with loss: 0.22842074930667877
average_normalized/quadratic/controllers/controller_443.pth saved with loss: 0.22823113203048706
average_normalized/quadratic/controllers/controller_444.pth saved with loss: 0.22804243862628937
average_normalized/quadratic/controllers/controller_445.pth saved with loss: 0.22785431146621704
average_normalized/quadratic/controllers/controller_446.pth saved with loss: 0.2276667207479477
average_normalized/quadratic/controllers/controller_447.pth saved with loss: 0.22747962176799774
average_normalized/quadratic/controllers/controller_448.pth saved with loss: 0.2272927463054657
average_normalized/quadratic/controllers/controller_449.pth saved with loss: 0.2271062433719635
average_normalized/quadratic/controllers/controller_450.pth saved with loss: 0.22692032158374786
average_normalized/quadratic/controllers/controller_451.pth saved with loss: 0.22673512995243073
average_normalized/quadratic/controllers/controller_452.pth saved with loss: 0.2265508472919464
average_normalized/quadratic/controllers/controller_453.pth saved with loss: 0.22636593878269196
average_normalized/quadratic/controllers/controller_454.pth saved with loss: 0.22618182003498077
average_normalized/quadratic/controllers/controller_455.pth saved with loss: 0.22599999606609344
average_normalized/quadratic/controllers/controller_456.pth saved with loss: 0.22582004964351654
average_normalized/quadratic/controllers/controller_457.pth saved with loss: 0.22564120590686798
average_normalized/quadratic/controllers/controller_458.pth saved with loss: 0.22546173632144928
average_normalized/quadratic/controllers/controller_459.pth saved with loss: 0.22528235614299774
average_normalized/quadratic/controllers/controller_460.pth saved with loss: 0.22510473430156708
average_normalized/quadratic/controllers/controller_461.pth saved with loss: 0.22492873668670654
average_normalized/quadratic/controllers/controller_462.pth saved with loss: 0.22475381195545197
average_normalized/quadratic/controllers/controller_463.pth saved with loss: 0.22457848489284515
average_normalized/quadratic/controllers/controller_464.pth saved with loss: 0.22440356016159058
average_normalized/quadratic/controllers/controller_465.pth saved with loss: 0.22422969341278076
average_normalized/quadratic/controllers/controller_466.pth saved with loss: 0.22405701875686646
average_normalized/quadratic/controllers/controller_467.pth saved with loss: 0.2238873392343521
average_normalized/quadratic/controllers/controller_468.pth saved with loss: 0.22371529042720795
average_normalized/quadratic/controllers/controller_469.pth saved with loss: 0.22354483604431152
average_normalized/quadratic/controllers/controller_470.pth saved with loss: 0.22337675094604492
average_normalized/quadratic/controllers/controller_471.pth saved with loss: 0.22321076691150665
average_normalized/quadratic/controllers/controller_472.pth saved with loss: 0.2230430543422699
average_normalized/quadratic/controllers/controller_473.pth saved with loss: 0.22287233173847198
average_normalized/quadratic/controllers/controller_474.pth saved with loss: 0.22270312905311584
average_normalized/quadratic/controllers/controller_475.pth saved with loss: 0.22253620624542236
average_normalized/quadratic/controllers/controller_476.pth saved with loss: 0.2223709672689438
average_normalized/quadratic/controllers/controller_477.pth saved with loss: 0.22220379114151
average_normalized/quadratic/controllers/controller_478.pth saved with loss: 0.22203801572322845
average_normalized/quadratic/controllers/controller_479.pth saved with loss: 0.2218768447637558
average_normalized/quadratic/controllers/controller_480.pth saved with loss: 0.22171670198440552
average_normalized/quadratic/controllers/controller_481.pth saved with loss: 0.22155235707759857
average_normalized/quadratic/controllers/controller_482.pth saved with loss: 0.2213882952928543
average_normalized/quadratic/controllers/controller_483.pth saved with loss: 0.22122859954833984
average_normalized/quadratic/controllers/controller_484.pth saved with loss: 0.22106719017028809
average_normalized/quadratic/controllers/controller_485.pth saved with loss: 0.22090214490890503
average_normalized/quadratic/controllers/controller_486.pth saved with loss: 0.2207411676645279
average_normalized/quadratic/controllers/controller_487.pth saved with loss: 0.22057794034481049
average_normalized/quadratic/controllers/controller_488.pth saved with loss: 0.2204141467809677
average_normalized/quadratic/controllers/controller_489.pth saved with loss: 0.2202540636062622
average_normalized/quadratic/controllers/controller_490.pth saved with loss: 0.22009040415287018
average_normalized/quadratic/controllers/controller_491.pth saved with loss: 0.2199314385652542
average_normalized/quadratic/controllers/controller_492.pth saved with loss: 0.21976740658283234
average_normalized/quadratic/controllers/controller_493.pth saved with loss: 0.2196148782968521
average_normalized/quadratic/controllers/controller_494.pth saved with loss: 0.21944713592529297
average_normalized/quadratic/controllers/controller_495.pth saved with loss: 0.2192872017621994
average_normalized/quadratic/controllers/controller_496.pth saved with loss: 0.2191312164068222
average_normalized/quadratic/controllers/controller_497.pth saved with loss: 0.21897034347057343
average_normalized/quadratic/controllers/controller_498.pth saved with loss: 0.21880857646465302
average_normalized/quadratic/controllers/controller_499.pth saved with loss: 0.2186509519815445
average_normalized/quadratic/controllers/controller_500.pth saved with loss: 0.2184939682483673
average_normalized/quadratic/controllers/controller_501.pth saved with loss: 0.21833445131778717
average_normalized/quadratic/controllers/controller_502.pth saved with loss: 0.21818694472312927
average_normalized/quadratic/controllers/controller_503.pth saved with loss: 0.21802468597888947
average_normalized/quadratic/controllers/controller_504.pth saved with loss: 0.21786580979824066
average_normalized/quadratic/controllers/controller_505.pth saved with loss: 0.21770542860031128
average_normalized/quadratic/controllers/controller_506.pth saved with loss: 0.2175632119178772
average_normalized/quadratic/controllers/controller_507.pth saved with loss: 0.21739239990711212
average_normalized/quadratic/controllers/controller_508.pth saved with loss: 0.21723657846450806
average_normalized/quadratic/controllers/controller_509.pth saved with loss: 0.21708451211452484
average_normalized/quadratic/controllers/controller_510.pth saved with loss: 0.2169295698404312
average_normalized/quadratic/controllers/controller_511.pth saved with loss: 0.2167702168226242
average_normalized/quadratic/controllers/controller_512.pth saved with loss: 0.21661536395549774
average_normalized/quadratic/controllers/controller_513.pth saved with loss: 0.21646684408187866
average_normalized/quadratic/controllers/controller_514.pth saved with loss: 0.21630510687828064
average_normalized/quadratic/controllers/controller_515.pth saved with loss: 0.21615079045295715
average_normalized/quadratic/controllers/controller_516.pth saved with loss: 0.21600235998630524
average_normalized/quadratic/controllers/controller_517.pth saved with loss: 0.21584166586399078
average_normalized/quadratic/controllers/controller_518.pth saved with loss: 0.21568791568279266
average_normalized/quadratic/controllers/controller_519.pth saved with loss: 0.21553726494312286
average_normalized/quadratic/controllers/controller_520.pth saved with loss: 0.2153785526752472
average_normalized/quadratic/controllers/controller_521.pth saved with loss: 0.21522533893585205
average_normalized/quadratic/controllers/controller_522.pth saved with loss: 0.2150747925043106
average_normalized/quadratic/controllers/controller_523.pth saved with loss: 0.21491797268390656
average_normalized/quadratic/controllers/controller_524.pth saved with loss: 0.2147657424211502
average_normalized/quadratic/controllers/controller_525.pth saved with loss: 0.2146165668964386
average_normalized/quadratic/controllers/controller_526.pth saved with loss: 0.2144613415002823
average_normalized/quadratic/controllers/controller_527.pth saved with loss: 0.21431119740009308
average_normalized/quadratic/controllers/controller_528.pth saved with loss: 0.21416501700878143
average_normalized/quadratic/controllers/controller_529.pth saved with loss: 0.21401084959506989
average_normalized/quadratic/controllers/controller_530.pth saved with loss: 0.21386238932609558
average_normalized/quadratic/controllers/controller_531.pth saved with loss: 0.21372130513191223
average_normalized/quadratic/controllers/controller_532.pth saved with loss: 0.2135683298110962
average_normalized/quadratic/controllers/controller_533.pth saved with loss: 0.21342222392559052
average_normalized/quadratic/controllers/controller_534.pth saved with loss: 0.21328185498714447
average_normalized/quadratic/controllers/controller_535.pth saved with loss: 0.21313340961933136
average_normalized/quadratic/controllers/controller_536.pth saved with loss: 0.21298867464065552
average_normalized/quadratic/controllers/controller_537.pth saved with loss: 0.21284814178943634
average_normalized/quadratic/controllers/controller_538.pth saved with loss: 0.21270470321178436
average_normalized/quadratic/controllers/controller_539.pth saved with loss: 0.21256043016910553
average_normalized/quadratic/controllers/controller_540.pth saved with loss: 0.21241974830627441
average_normalized/quadratic/controllers/controller_541.pth saved with loss: 0.2122800350189209
average_normalized/quadratic/controllers/controller_542.pth saved with loss: 0.2121357023715973
average_normalized/quadratic/controllers/controller_543.pth saved with loss: 0.21199503540992737
average_normalized/quadratic/controllers/controller_544.pth saved with loss: 0.21185728907585144
average_normalized/quadratic/controllers/controller_545.pth saved with loss: 0.21171364188194275
average_normalized/quadratic/controllers/controller_546.pth saved with loss: 0.21157300472259521
average_normalized/quadratic/controllers/controller_547.pth saved with loss: 0.2114354819059372
average_normalized/quadratic/controllers/controller_548.pth saved with loss: 0.2112954556941986
average_normalized/quadratic/controllers/controller_549.pth saved with loss: 0.21115466952323914
average_normalized/quadratic/controllers/controller_550.pth saved with loss: 0.21101629734039307
average_normalized/quadratic/controllers/controller_551.pth saved with loss: 0.21087948977947235
average_normalized/quadratic/controllers/controller_552.pth saved with loss: 0.21073980629444122
average_normalized/quadratic/controllers/controller_553.pth saved with loss: 0.21060144901275635
average_normalized/quadratic/controllers/controller_554.pth saved with loss: 0.21046508848667145
average_normalized/quadratic/controllers/controller_555.pth saved with loss: 0.21032901108264923
average_normalized/quadratic/controllers/controller_556.pth saved with loss: 0.2101910263299942
average_normalized/quadratic/controllers/controller_557.pth saved with loss: 0.21005430817604065
average_normalized/quadratic/controllers/controller_558.pth saved with loss: 0.20991967618465424
average_normalized/quadratic/controllers/controller_559.pth saved with loss: 0.20978495478630066
average_normalized/quadratic/controllers/controller_560.pth saved with loss: 0.20964878797531128
average_normalized/quadratic/controllers/controller_561.pth saved with loss: 0.20951375365257263
average_normalized/quadratic/controllers/controller_562.pth saved with loss: 0.20938001573085785
average_normalized/quadratic/controllers/controller_563.pth saved with loss: 0.2092454880475998
average_normalized/quadratic/controllers/controller_564.pth saved with loss: 0.2091103345155716
average_normalized/quadratic/controllers/controller_565.pth saved with loss: 0.2089766263961792
average_normalized/quadratic/controllers/controller_566.pth saved with loss: 0.2088441550731659
average_normalized/quadratic/controllers/controller_567.pth saved with loss: 0.20871125161647797
average_normalized/quadratic/controllers/controller_568.pth saved with loss: 0.20857898890972137
average_normalized/quadratic/controllers/controller_569.pth saved with loss: 0.2084481567144394
average_normalized/quadratic/controllers/controller_570.pth saved with loss: 0.2083183079957962
average_normalized/quadratic/controllers/controller_571.pth saved with loss: 0.20818814635276794
average_normalized/quadratic/controllers/controller_572.pth saved with loss: 0.2080582231283188
average_normalized/quadratic/controllers/controller_573.pth saved with loss: 0.20792946219444275
average_normalized/quadratic/controllers/controller_574.pth saved with loss: 0.207800954580307
average_normalized/quadratic/controllers/controller_575.pth saved with loss: 0.20767171680927277
average_normalized/quadratic/controllers/controller_576.pth saved with loss: 0.20754261314868927
average_normalized/quadratic/controllers/controller_577.pth saved with loss: 0.2074144184589386
average_normalized/quadratic/controllers/controller_578.pth saved with loss: 0.20728681981563568
average_normalized/quadratic/controllers/controller_579.pth saved with loss: 0.20715898275375366
average_normalized/quadratic/controllers/controller_580.pth saved with loss: 0.20703093707561493
average_normalized/quadratic/controllers/controller_581.pth saved with loss: 0.20690323412418365
average_normalized/quadratic/controllers/controller_582.pth saved with loss: 0.2067754566669464
average_normalized/quadratic/controllers/controller_583.pth saved with loss: 0.20664706826210022
average_normalized/quadratic/controllers/controller_584.pth saved with loss: 0.20651862025260925
average_normalized/quadratic/controllers/controller_585.pth saved with loss: 0.20639070868492126
average_normalized/quadratic/controllers/controller_586.pth saved with loss: 0.20626336336135864
average_normalized/quadratic/controllers/controller_587.pth saved with loss: 0.20613539218902588
average_normalized/quadratic/controllers/controller_588.pth saved with loss: 0.20600752532482147
average_normalized/quadratic/controllers/controller_589.pth saved with loss: 0.20588043332099915
average_normalized/quadratic/controllers/controller_590.pth saved with loss: 0.20575359463691711
average_normalized/quadratic/controllers/controller_591.pth saved with loss: 0.2056269496679306
average_normalized/quadratic/controllers/controller_592.pth saved with loss: 0.20550069212913513
average_normalized/quadratic/controllers/controller_593.pth saved with loss: 0.20537568628787994
average_normalized/quadratic/controllers/controller_594.pth saved with loss: 0.2052515149116516
average_normalized/quadratic/controllers/controller_595.pth saved with loss: 0.20512765645980835
average_normalized/quadratic/controllers/controller_596.pth saved with loss: 0.20500361919403076
average_normalized/quadratic/controllers/controller_597.pth saved with loss: 0.20488008856773376
average_normalized/quadratic/controllers/controller_598.pth saved with loss: 0.2047567516565323
average_normalized/quadratic/controllers/controller_599.pth saved with loss: 0.20463329553604126
average_normalized/quadratic/controllers/controller_600.pth saved with loss: 0.20450985431671143
average_normalized/quadratic/controllers/controller_601.pth saved with loss: 0.20438674092292786
average_normalized/quadratic/controllers/controller_602.pth saved with loss: 0.20426371693611145
average_normalized/quadratic/controllers/controller_603.pth saved with loss: 0.20414093136787415
average_normalized/quadratic/controllers/controller_604.pth saved with loss: 0.20401886105537415
average_normalized/quadratic/controllers/controller_605.pth saved with loss: 0.20389822125434875
average_normalized/quadratic/controllers/controller_606.pth saved with loss: 0.20377857983112335
average_normalized/quadratic/controllers/controller_607.pth saved with loss: 0.2036590725183487
average_normalized/quadratic/controllers/controller_608.pth saved with loss: 0.20353953540325165
average_normalized/quadratic/controllers/controller_609.pth saved with loss: 0.20342043042182922
average_normalized/quadratic/controllers/controller_610.pth saved with loss: 0.2033017873764038
average_normalized/quadratic/controllers/controller_611.pth saved with loss: 0.2031826376914978
average_normalized/quadratic/controllers/controller_612.pth saved with loss: 0.20306341350078583
average_normalized/quadratic/controllers/controller_613.pth saved with loss: 0.20294438302516937
average_normalized/quadratic/controllers/controller_614.pth saved with loss: 0.2028253972530365
average_normalized/quadratic/controllers/controller_615.pth saved with loss: 0.20270609855651855
average_normalized/quadratic/controllers/controller_616.pth saved with loss: 0.2025870978832245
average_normalized/quadratic/controllers/controller_617.pth saved with loss: 0.20246899127960205
average_normalized/quadratic/controllers/controller_618.pth saved with loss: 0.20235148072242737
average_normalized/quadratic/controllers/controller_619.pth saved with loss: 0.2022339105606079
average_normalized/quadratic/controllers/controller_620.pth saved with loss: 0.20211638510227203
average_normalized/quadratic/controllers/controller_621.pth saved with loss: 0.2019992172718048
average_normalized/quadratic/controllers/controller_622.pth saved with loss: 0.20188230276107788
average_normalized/quadratic/controllers/controller_623.pth saved with loss: 0.20176531374454498
average_normalized/quadratic/controllers/controller_624.pth saved with loss: 0.20164836943149567
average_normalized/quadratic/controllers/controller_625.pth saved with loss: 0.2015320062637329
average_normalized/quadratic/controllers/controller_626.pth saved with loss: 0.20141643285751343
average_normalized/quadratic/controllers/controller_627.pth saved with loss: 0.201301708817482
average_normalized/quadratic/controllers/controller_628.pth saved with loss: 0.2011878937482834
average_normalized/quadratic/controllers/controller_629.pth saved with loss: 0.2010752111673355
average_normalized/quadratic/controllers/controller_630.pth saved with loss: 0.20096342265605927
average_normalized/quadratic/controllers/controller_631.pth saved with loss: 0.20085245370864868
average_normalized/quadratic/controllers/controller_632.pth saved with loss: 0.20074231922626495
average_normalized/quadratic/controllers/controller_633.pth saved with loss: 0.20063088834285736
average_normalized/quadratic/controllers/controller_634.pth saved with loss: 0.20051707327365875
average_normalized/quadratic/controllers/controller_635.pth saved with loss: 0.20040252804756165
average_normalized/quadratic/controllers/controller_636.pth saved with loss: 0.20028814673423767
average_normalized/quadratic/controllers/controller_637.pth saved with loss: 0.2001730352640152
average_normalized/quadratic/controllers/controller_638.pth saved with loss: 0.2000572234392166
average_normalized/quadratic/controllers/controller_639.pth saved with loss: 0.19994311034679413
average_normalized/quadratic/controllers/controller_640.pth saved with loss: 0.19983109831809998
average_normalized/quadratic/controllers/controller_641.pth saved with loss: 0.19972003996372223
average_normalized/quadratic/controllers/controller_642.pth saved with loss: 0.1996089071035385
average_normalized/quadratic/controllers/controller_643.pth saved with loss: 0.1994985193014145
average_normalized/quadratic/controllers/controller_644.pth saved with loss: 0.19938911497592926
average_normalized/quadratic/controllers/controller_645.pth saved with loss: 0.19927974045276642
average_normalized/quadratic/controllers/controller_646.pth saved with loss: 0.19916947185993195
average_normalized/quadratic/controllers/controller_647.pth saved with loss: 0.19905953109264374
average_normalized/quadratic/controllers/controller_648.pth saved with loss: 0.19894999265670776
average_normalized/quadratic/controllers/controller_649.pth saved with loss: 0.19884051382541656
average_normalized/quadratic/controllers/controller_650.pth saved with loss: 0.19873018562793732
average_normalized/quadratic/controllers/controller_651.pth saved with loss: 0.19861963391304016
average_normalized/quadratic/controllers/controller_652.pth saved with loss: 0.1985093653202057
average_normalized/quadratic/controllers/controller_653.pth saved with loss: 0.19839909672737122
average_normalized/quadratic/controllers/controller_654.pth saved with loss: 0.19828779995441437
average_normalized/quadratic/controllers/controller_655.pth saved with loss: 0.19817575812339783
average_normalized/quadratic/controllers/controller_656.pth saved with loss: 0.1980637162923813
average_normalized/quadratic/controllers/controller_657.pth saved with loss: 0.1979515552520752
average_normalized/quadratic/controllers/controller_658.pth saved with loss: 0.19783900678157806
average_normalized/quadratic/controllers/controller_659.pth saved with loss: 0.19772633910179138
average_normalized/quadratic/controllers/controller_660.pth saved with loss: 0.19761434197425842
average_normalized/quadratic/controllers/controller_661.pth saved with loss: 0.19750270247459412
average_normalized/quadratic/controllers/controller_662.pth saved with loss: 0.19739040732383728
average_normalized/quadratic/controllers/controller_663.pth saved with loss: 0.19727756083011627
average_normalized/quadratic/controllers/controller_664.pth saved with loss: 0.1971646547317505
average_normalized/quadratic/controllers/controller_665.pth saved with loss: 0.19705155491828918
average_normalized/quadratic/controllers/controller_666.pth saved with loss: 0.1969381868839264
average_normalized/quadratic/controllers/controller_667.pth saved with loss: 0.1968250423669815
average_normalized/quadratic/controllers/controller_668.pth saved with loss: 0.19671235978603363
average_normalized/quadratic/controllers/controller_669.pth saved with loss: 0.19660000503063202
average_normalized/quadratic/controllers/controller_670.pth saved with loss: 0.19648727774620056
average_normalized/quadratic/controllers/controller_671.pth saved with loss: 0.19637420773506165
average_normalized/quadratic/controllers/controller_672.pth saved with loss: 0.1962607204914093
average_normalized/quadratic/controllers/controller_673.pth saved with loss: 0.1961468905210495
average_normalized/quadratic/controllers/controller_674.pth saved with loss: 0.1960325837135315
average_normalized/quadratic/controllers/controller_675.pth saved with loss: 0.19591814279556274
average_normalized/quadratic/controllers/controller_676.pth saved with loss: 0.19580331444740295
average_normalized/quadratic/controllers/controller_677.pth saved with loss: 0.1956884115934372
average_normalized/quadratic/controllers/controller_678.pth saved with loss: 0.19557322561740875
average_normalized/quadratic/controllers/controller_679.pth saved with loss: 0.19545768201351166
average_normalized/quadratic/controllers/controller_680.pth saved with loss: 0.19534188508987427
average_normalized/quadratic/controllers/controller_681.pth saved with loss: 0.1952257603406906
average_normalized/quadratic/controllers/controller_682.pth saved with loss: 0.19510917365550995
average_normalized/quadratic/controllers/controller_683.pth saved with loss: 0.19499187171459198
average_normalized/quadratic/controllers/controller_684.pth saved with loss: 0.19487446546554565
average_normalized/quadratic/controllers/controller_685.pth saved with loss: 0.19475692510604858
average_normalized/quadratic/controllers/controller_686.pth saved with loss: 0.19463907182216644
average_normalized/quadratic/controllers/controller_687.pth saved with loss: 0.19452057778835297
average_normalized/quadratic/controllers/controller_688.pth saved with loss: 0.1944020539522171
average_normalized/quadratic/controllers/controller_689.pth saved with loss: 0.19428305327892303
average_normalized/quadratic/controllers/controller_690.pth saved with loss: 0.1941634565591812
average_normalized/quadratic/controllers/controller_691.pth saved with loss: 0.1940440833568573
average_normalized/quadratic/controllers/controller_692.pth saved with loss: 0.19392460584640503
average_normalized/quadratic/controllers/controller_693.pth saved with loss: 0.1938048154115677
average_normalized/quadratic/controllers/controller_694.pth saved with loss: 0.1936846375465393
average_normalized/quadratic/controllers/controller_695.pth saved with loss: 0.19356432557106018
average_normalized/quadratic/controllers/controller_696.pth saved with loss: 0.19344404339790344
average_normalized/quadratic/controllers/controller_697.pth saved with loss: 0.1933232694864273
average_normalized/quadratic/controllers/controller_698.pth saved with loss: 0.19320116937160492
average_normalized/quadratic/controllers/controller_699.pth saved with loss: 0.19307735562324524
average_normalized/quadratic/controllers/controller_700.pth saved with loss: 0.19295252859592438
average_normalized/quadratic/controllers/controller_701.pth saved with loss: 0.19282688200473785
average_normalized/quadratic/controllers/controller_702.pth saved with loss: 0.19270078837871552
average_normalized/quadratic/controllers/controller_703.pth saved with loss: 0.1925753355026245
average_normalized/quadratic/controllers/controller_704.pth saved with loss: 0.1924513876438141
average_normalized/quadratic/controllers/controller_705.pth saved with loss: 0.19232767820358276
average_normalized/quadratic/controllers/controller_706.pth saved with loss: 0.19220387935638428
average_normalized/quadratic/controllers/controller_707.pth saved with loss: 0.19208180904388428
average_normalized/quadratic/controllers/controller_708.pth saved with loss: 0.1919608861207962
average_normalized/quadratic/controllers/controller_709.pth saved with loss: 0.1918388158082962
average_normalized/quadratic/controllers/controller_710.pth saved with loss: 0.19171757996082306
average_normalized/quadratic/controllers/controller_711.pth saved with loss: 0.1915982961654663
average_normalized/quadratic/controllers/controller_712.pth saved with loss: 0.19147951900959015
average_normalized/quadratic/controllers/controller_713.pth saved with loss: 0.1913611739873886
average_normalized/quadratic/controllers/controller_714.pth saved with loss: 0.1912447214126587
average_normalized/quadratic/controllers/controller_715.pth saved with loss: 0.19112978875637054
average_normalized/quadratic/controllers/controller_716.pth saved with loss: 0.19101515412330627
average_normalized/quadratic/controllers/controller_717.pth saved with loss: 0.19090181589126587
average_normalized/quadratic/controllers/controller_718.pth saved with loss: 0.19079023599624634
average_normalized/quadratic/controllers/controller_719.pth saved with loss: 0.19067950546741486
average_normalized/quadratic/controllers/controller_720.pth saved with loss: 0.19057020545005798
average_normalized/quadratic/controllers/controller_721.pth saved with loss: 0.19046324491500854
average_normalized/quadratic/controllers/controller_722.pth saved with loss: 0.19035735726356506
average_normalized/quadratic/controllers/controller_723.pth saved with loss: 0.19025175273418427
average_normalized/quadratic/controllers/controller_724.pth saved with loss: 0.1901479959487915
average_normalized/quadratic/controllers/controller_725.pth saved with loss: 0.19004571437835693
average_normalized/quadratic/controllers/controller_726.pth saved with loss: 0.18994273245334625
average_normalized/quadratic/controllers/controller_727.pth saved with loss: 0.18984097242355347
average_normalized/quadratic/controllers/controller_728.pth saved with loss: 0.18974103033542633
average_normalized/quadratic/controllers/controller_729.pth saved with loss: 0.18964159488677979
average_normalized/quadratic/controllers/controller_730.pth saved with loss: 0.18954218924045563
average_normalized/quadratic/controllers/controller_731.pth saved with loss: 0.1894448697566986
average_normalized/quadratic/controllers/controller_732.pth saved with loss: 0.18935024738311768
average_normalized/quadratic/controllers/controller_733.pth saved with loss: 0.18925456702709198
average_normalized/quadratic/controllers/controller_734.pth saved with loss: 0.18916073441505432
average_normalized/quadratic/controllers/controller_735.pth saved with loss: 0.1890694946050644
average_normalized/quadratic/controllers/controller_736.pth saved with loss: 0.18897795677185059
average_normalized/quadratic/controllers/controller_737.pth saved with loss: 0.18888796865940094
average_normalized/quadratic/controllers/controller_738.pth saved with loss: 0.18880154192447662
average_normalized/quadratic/controllers/controller_739.pth saved with loss: 0.18871493637561798
average_normalized/quadratic/controllers/controller_740.pth saved with loss: 0.18862879276275635
average_normalized/quadratic/controllers/controller_741.pth saved with loss: 0.18854622542858124
average_normalized/quadratic/controllers/controller_742.pth saved with loss: 0.18846409022808075
average_normalized/quadratic/controllers/controller_743.pth saved with loss: 0.18838179111480713
average_normalized/quadratic/controllers/controller_744.pth saved with loss: 0.1883028745651245
average_normalized/quadratic/controllers/controller_745.pth saved with loss: 0.1882246732711792
average_normalized/quadratic/controllers/controller_746.pth saved with loss: 0.1881469041109085
average_normalized/quadratic/controllers/controller_747.pth saved with loss: 0.18807199597358704
average_normalized/quadratic/controllers/controller_748.pth saved with loss: 0.18799716234207153
average_normalized/quadratic/controllers/controller_749.pth saved with loss: 0.18792349100112915
average_normalized/quadratic/controllers/controller_750.pth saved with loss: 0.1878516525030136
average_normalized/quadratic/controllers/controller_751.pth saved with loss: 0.18777991831302643
average_normalized/quadratic/controllers/controller_752.pth saved with loss: 0.18771030008792877
average_normalized/quadratic/controllers/controller_753.pth saved with loss: 0.18764115869998932
average_normalized/quadratic/controllers/controller_754.pth saved with loss: 0.18757353723049164
average_normalized/quadratic/controllers/controller_755.pth saved with loss: 0.1875067502260208
