Epoch,Loss,Elapsed Time (s)
0,588693888.0,1.5333731174468994
1,199695504.0,1.4773216247558594
2,230426368.0,1.4189722537994385
3,48665376.0,1.4883756637573242
4,14277878.0,1.4489483833312988
5,11493432.0,1.7802965641021729
6,8780341.0,1.5367655754089355
7,11277543.0,1.4124445915222168
8,10418522.0,1.4802515506744385
9,9901429.0,1.445666790008545
10,9025019.0,1.5727465152740479
11,7932827.5,1.4754014015197754
12,7409361.5,1.4478554725646973
13,7201936.0,1.5424556732177734
14,7012056.5,1.48789381980896
15,6836895.5,1.4798672199249268
16,6662129.5,1.5335204601287842
17,6463913.5,1.4298686981201172
18,6235325.0,1.449021339416504
19,5959388.0,1.483217477798462
20,5701553.0,1.5484964847564697
21,5525080.0,1.4632694721221924
22,5372748.0,1.4391508102416992
23,5227950.5,1.5227415561676025
24,5087016.0,1.500107765197754
25,4948873.5,1.460890769958496
26,4812738.5,1.5180375576019287
27,4676779.0,1.469923734664917
28,4540551.0,1.4425592422485352
29,4401367.5,1.4326612949371338
30,4255906.0,1.5901153087615967
31,4100188.0,1.4424657821655273
32,3929202.25,1.477534294128418
33,3738986.0,1.53216552734375
34,3526645.5,1.4449927806854248
35,3298422.5,1.476745843887329
36,3076188.75,1.5338408946990967
37,2882826.0,1.4416427612304688
38,2720333.5,1.4479622840881348
39,2579297.25,1.4616446495056152
40,2452167.75,1.5919253826141357
41,2336622.0,1.4769132137298584
42,2236928.5,1.4367845058441162
43,2152919.5,1.5549802780151367
44,2077853.75,1.457089900970459
45,2010004.125,1.405099630355835
46,1949082.875,1.5428152084350586
47,1894718.875,1.4670379161834717
48,1845109.5,1.4531052112579346
49,1797016.0,1.4576528072357178
50,1749927.125,1.510472297668457
51,1703449.625,1.4049129486083984
52,1657698.0,1.474583387374878
53,1612763.0,1.5601773262023926
54,1568479.5,1.4742767810821533
55,1524947.5,1.464768409729004
56,1482182.125,1.474370002746582
57,1439730.375,1.5403938293457031
58,1397721.375,1.492844581604004
59,1356268.25,1.4638457298278809
60,1315088.875,1.5452888011932373
61,1273622.375,1.456695318222046
62,1231124.875,1.427964210510254
63,1186949.5,1.4935200214385986
64,1140917.25,1.4173994064331055
65,1093482.375,1.4038035869598389
66,1045654.9375,1.4375708103179932
67,998448.0,1.5611681938171387
68,952678.0,1.4619145393371582
69,908654.9375,1.3608121871948242
70,866214.125,1.5455844402313232
71,825570.375,1.4842267036437988
72,787142.8125,1.4865849018096924
73,750905.0625,1.4753363132476807
74,717034.375,1.5473191738128662
75,685577.0,1.473827838897705
76,656598.75,1.4790422916412354
77,629938.1875,1.575723648071289
78,605308.625,1.439784049987793
79,582373.1875,1.4733295440673828
80,560792.0,1.4883899688720703
81,540236.875,1.4271306991577148
82,520430.34375,1.4643607139587402
83,501124.5,1.5775156021118164
84,482113.9375,1.4281036853790283
85,463240.90625,1.4641449451446533
86,444361.8125,1.50679612159729
87,425346.5625,1.5610466003417969
88,406185.28125,1.3064994812011719
89,387078.5625,1.4035685062408447
90,368358.21875,1.4458723068237305
91,350131.46875,1.371018886566162
92,332455.4375,1.3809409141540527
93,315494.53125,1.4727325439453125
94,299388.0,1.3157868385314941
95,284192.8125,1.4884750843048096
96,269679.65625,1.5227489471435547
97,255771.484375,1.5441908836364746
98,242119.046875,1.4579882621765137
99,228872.59375,1.5041160583496094
100,215995.34375,1.5353472232818604
101,203488.75,1.4761593341827393
102,191400.921875,1.2912428379058838
103,179716.28125,1.4711472988128662
104,168384.375,1.3240766525268555
105,157423.09375,1.461890697479248
106,146883.65625,1.525129795074463
107,136861.40625,1.5344653129577637
108,127517.453125,1.4882946014404297
109,119011.5859375,1.504040241241455
110,111483.8359375,1.567472219467163
111,104938.8515625,1.4684240818023682
112,99467.7734375,1.4698843955993652
113,95110.5859375,1.5580534934997559
114,91751.3984375,1.4725227355957031
115,89233.828125,1.4816272258758545
116,87442.5234375,1.4817235469818115
117,86187.2421875,1.558365821838379
118,85310.6640625,1.4664103984832764
119,84689.7578125,1.5197768211364746
120,84210.078125,1.5665318965911865
121,83792.875,1.4997563362121582
122,83387.03125,1.5158324241638184
123,82955.4296875,1.5596864223480225
124,82472.515625,1.492095947265625
125,81923.2734375,1.485830307006836
126,81301.171875,1.4932763576507568
127,80605.0859375,1.5709812641143799
128,79837.734375,1.4956903457641602
129,79005.0234375,1.4707839488983154
130,78113.234375,1.5622179508209229
131,77170.7734375,1.4961316585540771
132,76187.4609375,1.4899029731750488
133,75174.203125,1.5539729595184326
134,74141.875,1.4775018692016602
135,73103.3359375,1.5163335800170898
136,72070.3984375,1.4920117855072021
137,71052.7890625,1.5691592693328857
138,70058.8984375,1.4866573810577393
139,69096.4765625,1.4629755020141602
