Epoch,Loss,Elapsed Time (s)
0,8462419.0,1.5536887645721436
1,2938252.5,1.4184050559997559
2,2306831.5,1.3796412944793701
3,438331.9375,1.5344569683074951
4,202636.59375,1.41987943649292
5,134718.203125,1.4314990043640137
6,77297.625,1.515063762664795
7,75423.9609375,1.5493762493133545
8,72950.2265625,6.291776895523071
9,69692.9609375,1.538550853729248
10,59635.54296875,1.6115479469299316
11,56383.36328125,1.4954111576080322
12,53358.703125,1.513355016708374
13,51646.8125,1.5974831581115723
14,50477.609375,1.497183084487915
15,49382.75,1.5408377647399902
16,48366.19921875,1.5181684494018555
17,47382.73046875,1.3992359638214111
18,46408.05078125,1.4404911994934082
19,45432.73828125,1.4952898025512695
20,44462.5234375,1.645442247390747
21,43494.90234375,1.4833455085754395
22,42528.07421875,1.472785234451294
23,41564.86328125,1.6019868850708008
24,40602.96875,1.5244834423065186
25,39639.08984375,1.520667314529419
26,38677.1171875,1.5506443977355957
27,37713.546875,1.582564353942871
28,36744.8203125,1.5560939311981201
29,35773.09375,1.4674391746520996
30,34800.80859375,1.598921298980713
31,33838.24609375,1.5317976474761963
32,32907.8046875,1.475538969039917
33,32028.66015625,1.5832457542419434
34,31209.73828125,1.5622947216033936
35,30442.94921875,1.5343704223632812
36,29712.28515625,1.5640954971313477
37,29003.435546875,1.4962399005889893
38,28304.125,1.4603650569915771
39,27605.3359375,1.48795747756958
40,26899.96484375,1.5568921566009521
41,26180.65234375,1.4629449844360352
42,25439.0078125,1.4626870155334473
43,24671.423828125,1.5214228630065918
44,23878.76171875,1.476644515991211
45,23062.5859375,1.5036430358886719
46,22229.12109375,1.5556671619415283
47,21386.99609375,1.4856679439544678
48,20539.78515625,1.4939055442810059
49,19699.421875,1.4847400188446045
50,18868.38671875,1.5873401165008545
51,18059.90234375,1.4721949100494385
52,17285.08203125,1.4518728256225586
53,16552.26953125,1.5510733127593994
54,15862.91796875,1.5000190734863281
55,15215.51171875,1.4894983768463135
56,14606.806640625,1.4748754501342773
57,14035.015625,1.556915044784546
58,13496.224609375,1.4629020690917969
59,12986.787109375,1.4309108257293701
60,12503.3193359375,1.5617611408233643
61,12042.9111328125,1.4019994735717773
62,11603.3310546875,1.4278864860534668
63,11182.6806640625,1.5900633335113525
64,10779.7900390625,1.4559283256530762
65,10392.85546875,1.4773924350738525
66,10019.8359375,1.4964993000030518
67,9657.7939453125,1.5373353958129883
68,9305.611328125,1.4882073402404785
69,8964.5107421875,1.462660551071167
70,8634.0244140625,1.5476982593536377
71,8313.263671875,1.506056308746338
72,8002.15234375,1.4969284534454346
73,7700.1455078125,1.5160415172576904
74,7407.73486328125,1.5570449829101562
75,7123.69091796875,1.5072357654571533
76,6847.84814453125,1.5017154216766357
77,6581.00537109375,1.535079002380371
78,6324.26513671875,1.491490125656128
79,6078.765625,1.495713472366333
80,5842.06982421875,1.5657305717468262
81,5613.28466796875,1.4919016361236572
82,5394.74365234375,1.5280373096466064
83,5187.2666015625,1.5595452785491943
84,4992.11279296875,1.5065116882324219
85,4811.32275390625,1.5329616069793701
86,4648.11865234375,1.5101196765899658
87,4504.12255859375,1.5655956268310547
88,4381.94677734375,1.4912195205688477
89,4283.4423828125,1.3597636222839355
90,4208.52490234375,1.385744333267212
91,4156.43896484375,1.3824732303619385
92,4125.1015625,1.4001233577728271
93,4111.28125,1.45503568649292
94,4110.5205078125,1.316469669342041
95,4117.93212890625,1.5422942638397217
96,4128.72021484375,1.5008084774017334
97,4138.724609375,1.5578060150146484
98,4144.642578125,1.5009324550628662
99,4144.15869140625,1.5044221878051758
100,4135.845703125,1.566650152206421
101,4119.12451171875,1.5191311836242676
102,4094.090576171875,1.4713213443756104
103,4061.347412109375,1.5436797142028809
104,4021.835693359375,1.3669795989990234
105,3976.6416015625,1.4937868118286133
106,3930.689453125,1.3937726020812988
107,3887.06689453125,1.3609185218811035
108,3848.125732421875,1.5210168361663818
109,3814.937744140625,1.4946253299713135
110,3787.81591796875,1.5796356201171875
111,3767.0439453125,1.4522387981414795
112,3751.4501953125,1.372338056564331
113,3739.288330078125,1.5786173343658447
114,3729.138671875,1.3424742221832275
115,3719.59814453125,1.4605727195739746
116,3709.38818359375,1.4504241943359375
117,3697.64599609375,1.5663647651672363
118,3683.91357421875,1.5096862316131592
119,3668.122802734375,1.515709400177002
120,3650.546630859375,1.4704067707061768
121,3631.667724609375,1.4911344051361084
122,3612.0859375,1.5197947025299072
123,3592.4462890625,1.571476936340332
124,3573.29931640625,1.4928138256072998
125,3555.090576171875,1.3243801593780518
126,3538.06689453125,1.431553602218628
127,3522.298583984375,1.5897514820098877
128,3507.738525390625,1.488269567489624
129,3494.220947265625,1.4910008907318115
130,3481.492431640625,1.5632588863372803
131,3469.24560546875,1.4955394268035889
132,3457.2041015625,1.4808456897735596
133,3445.138427734375,1.5569021701812744
134,3432.894287109375,1.5272598266601562
135,3420.396240234375,1.5048699378967285
136,3407.651611328125,1.502223014831543
137,3394.72705078125,1.5782451629638672
138,3381.733642578125,1.5149807929992676
139,3368.778564453125,1.4973878860473633
140,3355.982421875,1.5839002132415771
141,3343.4365234375,1.515763759613037
142,3331.182373046875,1.4889509677886963
143,3319.236572265625,1.5827281475067139
144,3307.582275390625,1.4910674095153809
145,3296.220703125,1.5042755603790283
146,3285.096923828125,1.472839593887329
147,3274.16455078125,1.546184778213501
148,3263.37158203125,1.5051865577697754
149,3252.6728515625,1.50657057762146
150,3242.04150390625,1.634272813796997
151,3231.451171875,1.4368634223937988
152,3220.91357421875,1.4220860004425049
153,3210.432861328125,1.5750153064727783
154,3200.01123046875,1.4217557907104492
155,3189.662841796875,1.5160784721374512
156,3179.39794921875,1.3300974369049072
157,3169.234375,1.5602695941925049
158,3159.1884765625,1.522089958190918
159,3149.278076171875,1.4143650531768799
160,3139.510009765625,1.598463535308838
161,3129.8671875,1.528364658355713
162,3120.355224609375,1.3114752769470215
163,3110.94677734375,1.3769042491912842
164,3101.62841796875,1.593454360961914
165,3092.39990234375,1.4727842807769775
166,3083.2392578125,1.5196986198425293
167,3074.14111328125,1.5920350551605225
168,3065.108154296875,1.4884748458862305
169,3056.135986328125,1.462953805923462
170,3047.234130859375,1.57657790184021
171,3038.400146484375,1.3608405590057373
172,3029.64794921875,1.4424116611480713
173,3020.97265625,1.5029520988464355
174,3012.380615234375,1.5829622745513916
175,3003.880859375,1.5088081359863281
176,2995.458251953125,1.4954743385314941
177,2987.11376953125,1.5793826580047607
178,2978.843994140625,1.520695447921753
179,2970.639404296875,1.5125787258148193
180,2962.501220703125,1.4862029552459717
181,2954.42724609375,1.5893831253051758
182,2946.416015625,1.4947423934936523
183,2938.462646484375,1.512782335281372
184,2930.569091796875,1.5966434478759766
185,2922.73779296875,1.5143849849700928
186,2914.9609375,1.5119178295135498
187,2907.2548828125,1.5814886093139648
188,2899.608154296875,1.4570212364196777
189,2892.01953125,1.54152512550354
190,2884.505615234375,1.6210606098175049
191,2877.04541015625,1.533933401107788
192,2869.638427734375,1.526050090789795
193,2862.274658203125,1.4894332885742188
194,2854.944580078125,1.5890603065490723
195,2847.65576171875,1.5066652297973633
196,2840.406005859375,1.524400234222412
197,2833.197998046875,1.5914065837860107
198,2826.03173828125,1.5181689262390137
199,2818.906005859375,1.5244510173797607
200,2811.821533203125,1.5887553691864014
201,2804.7744140625,1.5260424613952637
202,2797.775634765625,1.521470546722412
