Epoch,Loss,Elapsed Time (s)
0,6674304000.0,1.3667628765106201
1,5328950272.0,1.2833521366119385
2,4329774080.0,1.2473316192626953
3,3662734848.0,1.384526252746582
4,2942641664.0,1.2597594261169434
5,2469842176.0,1.2855281829833984
6,1806706944.0,1.3894639015197754
7,1330112896.0,1.2864453792572021
8,836584640.0,1.3381774425506592
9,704432192.0,1.3072855472564697
10,691741184.0,1.3708198070526123
11,692316160.0,1.3020713329315186
12,681004160.0,1.2474617958068848
13,636678912.0,1.5199341773986816
14,527850048.0,1.2627284526824951
15,565226368.0,1.2658405303955078
16,600644288.0,1.325063943862915
17,587484160.0,1.2777490615844727
18,540748416.0,1.270836591720581
19,561594624.0,1.3268985748291016
20,631698752.0,1.375096321105957
21,731897216.0,1.2679235935211182
22,719084544.0,1.2995057106018066
23,726208832.0,1.36328125
24,602412928.0,1.2842669486999512
25,556905536.0,1.2545514106750488
26,573597632.0,1.3709681034088135
27,562677696.0,1.2841823101043701
28,540650240.0,1.3440039157867432
29,548476160.0,1.2533676624298096
30,555855360.0,1.3471217155456543
31,586068992.0,1.2802014350891113
32,570992192.0,1.2736024856567383
33,535018752.0,1.3234200477600098
34,487406080.0,1.3177862167358398
35,448761216.0,1.239948034286499
36,448027648.0,1.3441920280456543
37,416346304.0,1.2563326358795166
38,433845760.0,1.3077809810638428
39,469775904.0,1.2663145065307617
40,598804288.0,1.3844246864318848
41,530203808.0,1.2956244945526123
42,590184576.0,1.3042404651641846
43,579351104.0,1.3393447399139404
44,607348800.0,1.3639638423919678
45,742885632.0,1.3224239349365234
46,711847488.0,1.3647675514221191
47,567321600.0,1.288686990737915
48,548645632.0,1.355774164199829
49,528523744.0,1.3023500442504883
50,553587072.0,1.3648748397827148
51,564396160.0,1.343766450881958
52,543388864.0,1.2878007888793945
53,524935008.0,1.3715362548828125
54,531913888.0,1.313617467880249
55,532237632.0,1.3024721145629883
56,524224288.0,1.3119230270385742
57,508560736.0,1.3669946193695068
58,492664192.0,1.2868247032165527
59,492433984.0,1.3368241786956787
60,494069152.0,1.3359060287475586
61,489922144.0,1.2974414825439453
62,481700224.0,1.2791047096252441
63,476977376.0,1.3732776641845703
64,479932864.0,1.2769291400909424
65,483290304.0,1.3005564212799072
66,472855552.0,1.274376392364502
67,468785536.0,1.3878285884857178
68,468872672.0,1.2689788341522217
69,467692096.0,1.275834560394287
70,463133376.0,1.3572015762329102
71,457917216.0,1.3118693828582764
72,454999776.0,1.2810862064361572
73,454729536.0,1.3439443111419678
74,454343264.0,1.3498890399932861
75,450978528.0,1.346792221069336
76,447184640.0,1.3509151935577393
77,445024352.0,1.3501334190368652
78,443933760.0,1.307084321975708
79,442580064.0,1.286696434020996
80,440230208.0,1.341003179550171
81,437324064.0,1.3044359683990479
82,434833120.0,1.283109426498413
83,433227328.0,1.3375742435455322
84,432003616.0,1.2592549324035645
85,430254016.0,1.2882561683654785
86,427939008.0,1.2925684452056885
87,425837536.0,1.3775486946105957
88,424315904.0,1.2853875160217285
89,423086880.0,1.294614315032959
90,421676096.0,1.3635435104370117
91,419914240.0,1.3685712814331055
92,418069472.0,1.2996447086334229
93,416464352.0,1.3380277156829834
94,415106080.0,1.323291301727295
95,413696672.0,1.2968862056732178
96,412030560.0,1.3346078395843506
97,410222720.0,1.4155423641204834
98,408507136.0,1.350820541381836
99,406932000.0,1.2774951457977295
100,405334848.0,1.37200927734375
101,403581440.0,1.2785749435424805
102,401693984.0,1.3392210006713867
103,399783968.0,1.320345401763916
104,397873632.0,1.322371482849121
105,395866912.0,1.2871887683868408
106,393654368.0,1.2890868186950684
107,391210496.0,1.4512898921966553
108,388557792.0,1.2503697872161865
109,385598400.0,1.2587528228759766
110,382055936.0,1.3914563655853271
111,377290464.0,1.304703950881958
