Epoch,Loss,Elapsed Time (s)
0,181739.828125,1.3314204216003418
1,100950.7734375,1.3378369808197021
2,76864.40625,1.265439748764038
3,52028.859375,1.3064358234405518
4,38001.296875,1.2949304580688477
5,34149.06640625,1.2212328910827637
6,33869.70703125,1.411001443862915
7,33113.734375,1.2864582538604736
8,32848.95703125,1.3085825443267822
9,32615.2578125,1.3094747066497803
10,32362.697265625,1.3847272396087646
11,32094.2578125,1.3138887882232666
12,31727.27734375,1.283437967300415
13,31454.09375,1.3611226081848145
14,31241.083984375,1.2439279556274414
15,31058.287109375,1.3267590999603271
16,30896.005859375,1.3888075351715088
17,30750.26171875,1.4802591800689697
18,30619.583984375,1.5576953887939453
19,30507.474609375,1.38490629196167
20,30413.916015625,1.4206843376159668
21,30330.962890625,1.3099122047424316
22,30260.318359375,1.3001294136047363
23,30212.83203125,1.3485760688781738
24,30185.404296875,1.3374965190887451
25,30163.8984375,1.2870283126831055
26,30143.220703125,1.3306365013122559
27,30122.51171875,1.271451473236084
28,30101.421875,1.2450926303863525
29,30079.5859375,1.3634710311889648
30,30056.630859375,1.3532335758209229
31,30032.509765625,1.2443046569824219
32,30007.306640625,1.4480266571044922
33,29981.119140625,1.4587957859039307
34,29954.17578125,1.3909416198730469
35,29926.775390625,1.3099510669708252
36,29899.11328125,1.3836822509765625
37,29871.384765625,1.3236279487609863
38,29843.974609375,1.235915184020996
39,29817.0625,1.2682809829711914
40,29790.974609375,1.3083035945892334
41,29765.986328125,1.252779483795166
42,29742.33203125,1.2703239917755127
43,29720.177734375,1.3443377017974854
44,29699.421875,1.267570972442627
45,29680.181640625,1.2611937522888184
46,29662.447265625,1.3360137939453125
47,29645.875,1.2563159465789795
48,29630.384765625,1.2803218364715576
49,29615.677734375,1.2640328407287598
50,29601.39453125,1.3413443565368652
51,29587.119140625,1.271028757095337
52,29572.546875,1.3664791584014893
53,29557.47265625,1.4492709636688232
54,29541.591796875,1.2910549640655518
55,29525.365234375,1.3924343585968018
56,29509.158203125,1.2742207050323486
57,29493.576171875,1.3988862037658691
58,29479.37109375,1.30307936668396
59,29467.154296875,1.2524116039276123
60,29457.337890625,1.4119670391082764
61,29450.09375,1.2931456565856934
62,29445.34765625,1.2819006443023682
63,29441.7421875,1.3454959392547607
64,29439.083984375,1.2709107398986816
65,29440.275390625,1.2534916400909424
66,29446.828125,1.36667799949646
67,29452.294921875,1.5430583953857422
68,29454.060546875,1.356762409210205
69,29450.63671875,1.2807352542877197
70,29444.73046875,1.353276014328003
71,29438.17578125,1.280066728591919
