Epoch,Loss,Elapsed Time (s)
0,69411304.0,3.16279935836792
1,25122426.0,1.4662237167358398
2,17984212.0,1.453263521194458
3,3202049.75,1.5698456764221191
4,1145678.75,1.4790716171264648
5,576381.75,1.5358550548553467
6,415802.21875,1.590977430343628
7,412789.1875,1.5077762603759766
8,385609.125,1.5037009716033936
9,318881.40625,1.4890923500061035
10,291000.84375,1.5776374340057373
11,349153.90625,1.4942121505737305
12,337103.15625,1.488755464553833
13,329204.53125,1.5537374019622803
14,322571.90625,2.434634208679199
15,315189.375,3.3576526641845703
16,307509.125,1.690124273300171
17,300426.71875,1.505688190460205
18,294216.375,1.893738031387329
19,288196.9375,1.510542631149292
20,281912.5,1.5623514652252197
21,274807.40625,1.3100841045379639
22,265443.0,1.4688949584960938
23,247253.671875,1.5141136646270752
24,197378.65625,1.4082188606262207
25,182493.921875,1.520993709564209
26,173119.75,1.5810372829437256
27,163777.78125,1.527099370956421
28,154636.71875,1.557506799697876
29,145949.453125,1.5226471424102783
30,137800.21875,1.619243860244751
31,130204.6328125,1.5222976207733154
32,123158.359375,1.5177545547485352
33,116630.5234375,1.6334106922149658
34,110573.7109375,1.5200965404510498
35,104943.71875,1.4962387084960938
36,99686.4296875,1.6753242015838623
37,94744.8046875,1.5157110691070557
38,90054.75,1.5324232578277588
39,85550.421875,1.5067148208618164
40,81148.7109375,1.5889060497283936
41,76709.828125,1.4995028972625732
42,72156.5546875,1.4941463470458984
43,67317.6328125,1.6447441577911377
44,61830.14453125,1.4999969005584717
45,55115.01171875,1.490943193435669
46,47359.5703125,1.4356307983398438
47,41614.2265625,1.418198823928833
48,39458.92578125,1.4458463191986084
49,38958.625,1.3468317985534668
50,38892.0,1.6490256786346436
51,38855.16015625,1.4848878383636475
52,38748.625,1.5331268310546875
53,38531.62109375,1.679353952407837
54,38204.3125,1.4953181743621826
55,37778.3828125,1.5030438899993896
56,37261.57421875,1.5063021183013916
57,36658.54296875,1.5597255229949951
58,35974.88671875,1.4884495735168457
59,35216.97265625,1.5779719352722168
60,34389.4140625,1.6082003116607666
61,33498.01171875,1.4757211208343506
62,32552.39453125,1.47160005569458
63,31566.541015625,1.566601037979126
64,30549.591796875,1.412435531616211
65,29511.8359375,1.4875633716583252
66,28463.37109375,1.467092752456665
67,27413.4296875,1.4745357036590576
68,26368.935546875,1.4401967525482178
69,25343.357421875,1.4919662475585938
70,24348.912109375,1.5752825736999512
71,23396.73828125,1.506296157836914
72,22497.44921875,1.537879467010498
73,21662.10546875,1.5039305686950684
74,20898.431640625,1.5722227096557617
75,20203.169921875,1.5035994052886963
76,19567.458984375,1.5180587768554688
77,18973.533203125,1.5722970962524414
78,18423.505859375,1.509225845336914
79,17909.779296875,1.509018898010254
80,17424.29296875,1.5717589855194092
81,16959.1640625,1.4663596153259277
82,16506.064453125,1.491624355316162
83,16059.9482421875,1.4324281215667725
84,15616.9345703125,1.3972280025482178
85,15175.044921875,1.3524765968322754
86,14734.8720703125,1.509962558746338
87,14301.3173828125,1.5469584465026855
88,13879.1708984375,1.5437047481536865
89,13473.8603515625,1.5873887538909912
90,13089.1474609375,1.598097324371338
91,12727.9150390625,1.5036211013793945
92,12394.525390625,1.521571159362793
93,12091.3466796875,1.5760812759399414
94,11820.384765625,1.4361531734466553
95,11579.85546875,1.5001447200775146
96,11366.234375,1.5624959468841553
97,11175.955078125,1.5484189987182617
98,11006.2568359375,1.4606831073760986
99,10852.94140625,1.321810007095337
100,10711.7880859375,1.5068588256835938
101,10580.3046875,1.4868721961975098
102,10457.60546875,1.4704382419586182
103,10344.2412109375,1.5899043083190918
104,10240.78125,1.3703505992889404
105,10148.619140625,1.5043835639953613
106,10068.2470703125,1.5074782371520996
107,9999.7314453125,1.5795612335205078
108,9942.4794921875,1.5112826824188232
109,9895.1357421875,1.4955849647521973
110,9855.7861328125,1.590416431427002
111,9821.6826171875,1.5298421382904053
112,9790.1318359375,1.5020267963409424
113,9759.0234375,1.5019900798797607
114,9726.7880859375,1.397261619567871
115,9692.908203125,1.4823203086853027
116,9657.640625,1.511115312576294
117,9621.71875,1.5782170295715332
118,9586.03125,1.4783432483673096
119,9551.3701171875,1.5044641494750977
120,9518.259765625,1.5410175323486328
121,9486.8935546875,1.5077252388000488
122,9457.0234375,1.5093376636505127
123,9428.130859375,1.5796513557434082
124,9399.5771484375,1.3389220237731934
125,9370.8408203125,1.3187594413757324
126,9341.537109375,1.3004136085510254
127,9311.55078125,1.4641327857971191
128,9281.009765625,1.3197376728057861
129,9250.1767578125,1.3585584163665771
130,9219.3193359375,1.5457534790039062
131,9188.8046875,1.3484277725219727
132,9158.85546875,1.4038732051849365
133,9129.646484375,1.5583736896514893
134,9101.19921875,1.5351276397705078
135,9073.44921875,1.3239810466766357
136,9046.287109375,1.4879980087280273
137,9019.52734375,1.5855000019073486
138,8993.0029296875,1.4080758094787598
139,8966.63671875,1.4964735507965088
140,8940.380859375,1.572190284729004
141,8914.291015625,1.523817539215088
142,8888.5146484375,1.5044326782226562
143,8863.158203125,1.572204351425171
144,8838.28125,1.4693903923034668
145,8813.884765625,1.45182466506958
146,8789.9619140625,1.4673418998718262
147,8766.458984375,1.5560462474822998
148,8743.2705078125,1.6038506031036377
149,8720.337890625,1.5263879299163818
150,8697.5556640625,1.5405099391937256
151,8674.908203125,1.3911254405975342
152,8652.3837890625,1.4568016529083252
153,8629.9560546875,1.557077169418335
154,8607.6796875,1.4435310363769531
155,8585.55078125,1.4893896579742432
156,8563.56640625,1.5106067657470703
157,8541.7236328125,1.5739588737487793
158,8520.013671875,1.3976566791534424
159,8498.43359375,1.4974892139434814
160,8476.9580078125,1.6012954711914062
161,8455.5712890625,1.502539873123169
162,8434.2646484375,1.5275335311889648
163,8413.025390625,1.5317459106445312
164,8391.8544921875,1.5727736949920654
165,8370.7666015625,1.517401933670044
166,8349.7783203125,1.5546951293945312
167,8328.888671875,1.572195291519165
168,8308.1240234375,1.4905648231506348
169,8287.474609375,1.5130724906921387
170,8266.927734375,1.5010621547698975
171,8246.4765625,1.5040056705474854
172,8226.1240234375,1.3454973697662354
173,8205.8642578125,1.4179353713989258
174,8185.68994140625,1.5496370792388916
175,8165.59423828125,1.4459452629089355
176,8145.5791015625,1.418731689453125
177,8125.619140625,1.5877697467803955
178,8105.74267578125,1.514918327331543
179,8085.94775390625,1.5088005065917969
180,8066.22900390625,1.5135271549224854
181,8046.5986328125,1.4076049327850342
182,8027.056640625,1.4669561386108398
183,8007.6025390625,1.4983980655670166
184,7988.23046875,1.520258903503418
185,7968.94873046875,1.4772257804870605
186,7949.75439453125,1.4356420040130615
187,7930.6484375,1.6337721347808838
188,7911.625,1.5026891231536865
189,7892.68017578125,1.5001752376556396
190,7873.8232421875,1.4578003883361816
191,7855.03955078125,1.3881056308746338
192,7836.3486328125,1.3943419456481934
193,7817.7373046875,1.3467035293579102
