Epoch,Loss
0,250.16981506347656
1,142.1143341064453
2,62.141761779785156
3,22.319393157958984
4,11.238194465637207
5,7.8776960372924805
6,6.502230167388916
7,5.834667205810547
8,5.270786762237549
9,4.75474739074707
10,4.276384353637695
11,3.9199726581573486
12,3.6407549381256104
13,3.492306709289551
14,3.440305471420288
15,3.408323049545288
16,3.38447904586792
17,3.3639886379241943
18,3.3439502716064453
19,3.322413682937622
20,3.298474073410034
21,3.2719016075134277
22,3.2426583766937256
23,3.2110393047332764
24,3.1775176525115967
25,3.1427016258239746
26,3.1071629524230957
27,3.0714950561523438
28,3.03623366355896
29,3.0019521713256836
30,2.969174385070801
31,2.938415765762329
32,2.9101920127868652
33,2.884929895401001
34,2.862809896469116
35,2.843726873397827
36,2.8273420333862305
37,2.812971830368042
38,2.7997140884399414
39,2.786623477935791
40,2.7731006145477295
41,2.758796215057373
42,2.7435755729675293
43,2.72745943069458
44,2.7106399536132812
45,2.6933884620666504
46,2.6760177612304688
47,2.6588542461395264
48,2.642108678817749
49,2.625850200653076
50,2.6102638244628906
51,2.5953495502471924
52,2.5811238288879395
53,2.5679352283477783
54,2.5558316707611084
55,2.5446524620056152
56,2.5341880321502686
57,2.5242950916290283
58,2.5149128437042236
59,2.5060648918151855
60,2.4978249073028564
61,2.4901485443115234
62,2.482853412628174
63,2.475785970687866
64,2.4687836170196533
65,2.46179461479187
66,2.454899787902832
67,2.4482343196868896
68,2.4420177936553955
69,2.4364333152770996
70,2.4316158294677734
71,2.427623748779297
72,2.4244585037231445
73,2.4220457077026367
74,2.42034649848938
75,2.4192795753479004
76,2.418673038482666
77,2.4183595180511475
78,2.4181480407714844
79,2.4178614616394043
80,2.4174399375915527
81,2.416886806488037
82,2.416243076324463
83,2.4156501293182373
84,2.4151535034179688
85,2.4147605895996094
86,2.4144647121429443
87,2.414243221282959
88,2.4140279293060303
89,2.413788080215454
90,2.4134902954101562
91,2.4131226539611816
92,2.412693977355957
93,2.412219524383545
94,2.411757707595825
95,2.411318063735962
96,2.4109082221984863
97,2.410576820373535
98,2.410263776779175
99,2.409986972808838
100,2.40973162651062
101,2.4094576835632324
102,2.4091904163360596
103,2.4089102745056152
104,2.4086203575134277
105,2.4083287715911865
106,2.4080309867858887
107,2.4077372550964355
108,2.40744948387146
109,2.407172203063965
110,2.4069180488586426
111,2.4066789150238037
112,2.40645170211792
113,2.4062306880950928
114,2.406019449234009
115,2.4058139324188232
116,2.4056100845336914
117,2.405407428741455
118,2.405207872390747
119,2.405013084411621
120,2.4048235416412354
121,2.40463924407959
122,2.4044628143310547
123,2.404291868209839
124,2.4041261672973633
125,2.4039621353149414
126,2.4037985801696777
127,2.4036340713500977
128,2.4034676551818848
129,2.4032983779907227
130,2.403130054473877
131,2.402961015701294
132,2.4027907848358154
133,2.4026198387145996
134,2.402447462081909
135,2.402275323867798
136,2.40210223197937
137,2.4019289016723633
138,2.4017562866210938
139,2.4015848636627197
140,2.4014155864715576
141,2.4012489318847656
142,2.4010865688323975
143,2.400925874710083
144,2.4007673263549805
145,2.4006118774414062
146,2.400455951690674
147,2.4003000259399414
148,2.4001495838165283
149,2.4000065326690674
150,2.399876117706299
151,2.399751663208008
152,2.399627208709717
153,2.399503231048584
154,2.3993778228759766
155,2.39925217628479
156,2.399127244949341
157,2.3990042209625244
158,2.398879289627075
159,2.3987538814544678
160,2.3986284732818604
161,2.398502826690674
162,2.3983771800994873
163,2.398252248764038
164,2.3981289863586426
165,2.3980062007904053
166,2.3978841304779053
167,2.3977630138397217
168,2.3976433277130127
169,2.39752459526062
170,2.397407054901123
171,2.3972902297973633
172,2.3971736431121826
173,2.397059679031372
174,2.3969502449035645
175,2.396841526031494
176,2.3967342376708984
177,2.3966269493103027
178,2.3965208530426025
179,2.3964157104492188
180,2.396310329437256
181,2.3962056636810303
182,2.396101474761963
183,2.395998239517212
184,2.395895481109619
185,2.395794153213501
186,2.3956940174102783
187,2.3955957889556885
188,2.3954989910125732
189,2.395402431488037
190,2.3953053951263428
191,2.3952083587646484
192,2.3951122760772705
193,2.395016670227051
194,2.3949222564697266
195,2.3948280811309814
196,2.3947348594665527
197,2.3946423530578613
198,2.394550323486328
199,2.394458055496216
200,2.394367218017578
201,2.3942766189575195
202,2.394186019897461
203,2.394096612930298
204,2.394007921218872
205,2.3939201831817627
206,2.3938324451446533
207,2.3937463760375977
208,2.393660306930542
209,2.3935744762420654
210,2.393489360809326
211,2.393404722213745
212,2.393320083618164
213,2.393235445022583
214,2.3931503295898438
215,2.3930654525756836
216,2.3929800987243652
217,2.392894744873047
218,2.392810106277466
219,2.3927249908447266
220,2.3926405906677246
221,2.392556667327881
222,2.392472743988037
223,2.3923892974853516
224,2.3923051357269287
225,2.3922219276428223
226,2.392138957977295
227,2.3920555114746094
228,2.391972780227661
229,2.391890525817871
230,2.39180850982666
231,2.3917276859283447
232,2.3916468620300293
233,2.391566038131714
234,2.391486644744873
235,2.391406774520874
236,2.391327381134033
237,2.3912487030029297
238,2.3911705017089844
239,2.3910927772521973
240,2.3910155296325684
241,2.3909389972686768
242,2.3908627033233643
243,2.390787363052368
244,2.3907124996185303
245,2.39064621925354
246,2.3905460834503174
247,2.390484094619751
248,2.3904473781585693
249,2.3902885913848877
250,2.390082836151123
251,2.3899340629577637
252,2.3898673057556152
253,2.3897695541381836
254,2.389613628387451
255,2.389516592025757
256,2.3894190788269043
257,2.3893332481384277
258,2.3892581462860107
259,2.3891725540161133
260,2.38908314704895
261,2.3890039920806885
262,2.3889405727386475
263,2.388890027999878
264,2.3888373374938965
265,2.3887486457824707
266,2.3886401653289795
267,2.3885488510131836
268,2.388475179672241
269,2.3884029388427734
270,2.388324022293091
271,2.3882429599761963
272,2.3881704807281494
273,2.388111114501953
274,2.3880488872528076
275,2.3879730701446533
276,2.3878884315490723
277,2.387808322906494
278,2.3877365589141846
279,2.3876707553863525
280,2.3876070976257324
281,2.3875434398651123
282,2.387482166290283
283,2.3874261379241943
284,2.3873724937438965
285,2.387317180633545
286,2.3872578144073486
287,2.3871965408325195
288,2.3871371746063232
289,2.387079954147339
290,2.3870229721069336
291,2.386967658996582
292,2.386913776397705
293,2.3868582248687744
294,2.3868038654327393
295,2.3867483139038086
296,2.3866946697235107
297,2.3866374492645264
298,2.3865790367126465
299,2.3865227699279785
300,2.386469602584839
301,2.386418104171753
302,2.3863630294799805
303,2.386312961578369
304,2.386260509490967
305,2.386202335357666
306,2.3861424922943115
307,2.38608455657959
308,2.3860301971435547
309,2.3859755992889404
310,2.3859193325042725
311,2.385861873626709
312,2.3858044147491455
313,2.385746717453003
314,2.3856866359710693
315,2.385622262954712
316,2.3855578899383545
317,2.3854942321777344
318,2.3854310512542725
319,2.3853676319122314
320,2.3853044509887695
321,2.3852412700653076
322,2.385175943374634
323,2.3851096630096436
324,2.3850433826446533
325,2.384977340698242
326,2.3849129676818848
327,2.384850263595581
328,2.3847904205322266
329,2.3847358226776123
330,2.3846852779388428
331,2.3846323490142822
332,2.384578227996826
333,2.384526014328003
334,2.3844797611236572
335,2.3844246864318848
336,2.384378433227539
337,2.3843295574188232
338,2.384275197982788
339,2.3842175006866455
340,2.3841605186462402
341,2.3841066360473633
342,2.3840584754943848
343,2.384000778198242
344,2.3839492797851562
345,2.3838984966278076
346,2.383843421936035
347,2.383784770965576
348,2.3837268352508545
349,2.3836729526519775
350,2.3836252689361572
351,2.3835668563842773
352,2.3835196495056152
353,2.383470058441162
354,2.383413791656494
355,2.383354663848877
356,2.3832993507385254
357,2.3832521438598633
358,2.3831944465637207
359,2.383146286010742
360,2.3830976486206055
361,2.3830435276031494
362,2.382986307144165
363,2.382929563522339
364,2.382880926132202
365,2.3828232288360596
366,2.3827738761901855
367,2.382723331451416
368,2.3826687335968018
369,2.382611036300659
370,2.382554054260254
371,2.382509231567383
372,2.3824462890625
373,2.382397413253784
374,2.3823461532592773
375,2.3822898864746094
376,2.3822319507598877
377,2.3821771144866943
378,2.382133960723877
379,2.3820712566375732
380,2.3820226192474365
381,2.3819730281829834
382,2.3819193840026855
383,2.3818628787994385
384,2.3818085193634033
385,2.3817617893218994
386,2.381704330444336
387,2.3816540241241455
388,2.381603717803955
389,2.381549835205078
390,2.38149356842041
